id,category,avg_rating,n_loved,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
111,Điện thoại,5.0,5,884,"điện thoại Honor Y6 Chính hãng, ram 2G rom 8G, chơi Game siêu mượt",1350000,0,0,0,0,2,2,2,40,11900,715,10800,smartphonegiasi,77,trong vài giờ
112,Điện thoại,5.0,12,4,"[Mã ELMALL1TR giảm 5% đơn 3TR] Điện thoại Xiaomi POCO X3 Pro (6GB/128GB) - Hàng Chính Hãng, Bảo hành 18 tháng",5490000,0,0,0,0,4,1,2,53,5100,143,464,happyphone2021,61,trong vài giờ
113,Điện thoại,4.7,222,43,Dien Thoai 3330,319000,0,1,1,0,15,10,0,64,4000,19,83,sale24h,57,trong vài giờ
114,Điện thoại,5.0,36,2500,Điện Thoại Nokia Nắp Trượt Nokia 6700 Slide Main Zin Chính Hãng - Điện Thoại Trượt Nắp Nokia 6700s - OHNO Việt Nam,1798000,0,0,0,0,2,1,0,63,1700,289,367,mapalan,57,trong vài ngày
115,Điện thoại,4.8,37,24,Điện Thoại Oppo A37 Neo 9 2 Sim Ram 2Gb/16Gb Chính hãng Mới Tinh/bảo Hành 1 năm,1224000,0,1,0,0,13,14,14,67,1300,78,818,dienthoaihan_198,53,trong vài giờ
116,Điện thoại,4.7,1,10,Vỏ Nắp Lưng Kính Nắp Sau Sony Xperia XZ Premium Chất Lượng,150000,0,0,1,0,5,5,1,12,1500,1600,699,xdaluda,89,trong vài giờ
117,Điện thoại,5.0,71,342,"Điện Thoại Nokia 8600 Black Luna Main Zin Chính Hãng, Điện Thoại Nắp Trượt Nokia Cổ - OHNO Việt Nam",4000000,0,0,0,0,2,1,0,61,1700,289,367,mapalan,57,trong vài ngày
118,Điện thoại,4.5,54,73,Điện thoại Nokia 150 2 sim ( cũ 99% hàng Cty chính hãng ),254500,2,2,1,1,25,14,8,38,8100,264,7600,nhatanhmobileshop,77,trong vài giờ
119,Điện thoại,5.0,3700,167,"Điện thoại Chính Hãng Samsung Galaxy Note 4 2sim ram 3G - Pin trâu, Chiến PUBG -free fire - Liên Quân mượt",2990000,0,0,0,0,5,5,5,49,27900,466,1600,annhien_mobile,9,trong vài giờ
120,Điện thoại,4.6,4,47,Cường lực Xiaomi Poco m3 pro K30 ultra Mi 11 lite Note 10 Note 10 5G ... trong suốt full màn 98%,7500,0,1,0,0,6,3,3,17,10500,2100,38300,xwatch.vn,85,trong vài giờ
121,Điện thoại,5.0,490,272,Điện Thoại Pin Trâu Giá Rẻ BAVAPEN B52 Thách Thức Giới Hạn Thời Gian - OHNO Việt Nam,499000,0,0,0,0,3,3,1,32,5800,173,582,ohnovn,57,trong vài ngày
122,Điện thoại,5.0,2700,255,điện thoại OPPO F1S 2 sim - nhiều màu không trầy xước - chưa qua sử dụng,1499000,0,0,0,0,3,0,3,49,20700,562,999,smartphonelethuan,50,trong vài giờ
123,Điện thoại,4.7,50,65,Điện thoại chuột Mickey siêu cưng cho cặp đôi,449000,0,1,0,1,12,3,4,73,861,129,823,vinkyshop,62,trong vài giờ
124,Điện thoại,4.9,30,21,[Mã 11ELSALE hoàn 7% đơn 300K] Điện Thoại Độc Lạ Dễ Thương K600 thay đổi giọng nói,450000,0,0,0,1,9,7,4,30,1600,274,2900,chinhhangdienthoai,83,trong vài giờ
125,Điện thoại,3.7,2400,1800,Điện Thoại Nắp Gập Motorola v3i Chính Hãng Bảo Hành 24 Tháng - OHNO,1000000,2,0,0,1,4,4,1,32,5800,173,582,ohnovn,57,trong vài ngày
126,Điện thoại,4.8,9100,20,(Cam Kết Máy 98%) Điện thoại Nhật Kyocera G03 - Chống Nước ChốngVa đập - 3GB Ram - 32GB ROM,1620000,0,0,1,1,10,8,2,29,15600,46,520,dienthoai.asia,90,trong vài giờ
127,Điện thoại,5.0,2200,69,Điện thoại LG g6 nguyên zin mới fullgeme liên quân PUBG,2150000,0,0,0,0,10,0,2,51,20700,562,999,smartphonelethuan,50,trong vài giờ
128,Điện thoại,4.8,10,156,"điện thoại Sony Xperia Z4 32g mới Chính hãng, chiến PUBG/Free Fire mới",1349000,0,0,0,1,4,5,4,35,11900,715,10800,smartphonegiasi,77,trong vài giờ
129,Điện thoại,5.0,3600,295,điện thoại Oppo F1s Fullbox (ốp lưng) 2sim ram 3G/32G mới Fullbox,1875000,0,0,0,0,2,2,2,49,27900,466,1600,annhien_mobile,9,trong vài giờ
130,Điện thoại,4.5,1,12,Nắp Lưng Nokia Lumia 730,59000,0,0,1,1,4,3,2,60,2900,1300,682,hungthinhvn,65,trong vài giờ
131,Điện thoại,5.0,598,10,🎈🎈 MẪU K8+ LƯNG ĐÁ HOT NHẤT HIỆN NAY - THIẾT KẾ SANG TRỌNG-MÀU SẮC BẮT MẮT 🎉🎉,480000,0,0,0,0,4,1,1,53,2200,132,213,trongnhan510,14,trong vài giờ
132,Điện thoại,5.0,4,8,"Main OPPO F1S ,zin tháo máy, full chức năng (ko kèm camera). Mainboard - bo mạch oppo f1s a59",450000,0,0,0,0,4,2,2,7,107,155,117,mainfull_td,90,trong vài giờ
133,Điện thoại,5.0,633,59,{ Sale điện thoại } Xiaomi Redmi 4X - RAM: 3 GB Bộ nhớ trong: 32 GB . Chơi PUBG-Free Fire mượt / FULLBOX,1850000,0,0,0,0,4,3,2,46,26100,278,2500,thinhphat_mobile,1,trong vài ngày
134,Điện thoại,5.0,1,20,Điện Thoại Bàn Panasonic TS500,210000,0,0,0,0,4,3,2,11,14,196,67,dong_huy_,54,trong vài giờ
135,Điện thoại,5.0,3,18,Điện thoại Nokia 1616 (chính hãng),109000,0,0,0,0,4,1,1,37,279,36,1500,hienthuchoac,73,trong vài giờ
136,Điện thoại,5.0,14,4,[Mã 11ELSALE hoàn 7% xu đơn 300k] ĐIỆN THOẠI NOKIA E71 Chính hãng,539000,0,0,0,0,4,2,0,18,6300,171,637,phukientot18,54,trong vài giờ
137,Điện thoại,5.0,4,6,Main xác iphone 6s đầy đủ linh kiện,140000,0,0,0,0,4,1,0,28,60,11,11,kindhp93,97,trong vài giờ
138,Điện thoại,5.0,120,14,[ BAO ĐỔI ] Điện thoại cảm ứng OPPO neo 5 16GB ROM - 1GB RAM có 2 khe sim siêu bền,650000,0,0,0,0,4,3,2,59,14300,414,3400,saohom1910,82,trong vài giờ
139,Điện thoại,5.0,1,9,MIC NOKIA 6300,19000,0,0,0,0,4,1,0,9,10,1100,71,e2leva4zy6,57,trong vài giờ
140,Điện thoại,5.0,1,29,Nút home zin iphone 6s,25000,0,0,0,0,5,5,4,40,210,652,226,0962078005d,32,trong vài giờ
141,Điện thoại,5.0,2,6,Nắp lưng iphone 4s tháo máy màu trắng,29000,0,0,0,0,5,3,3,18,186,51,461,shopphukienkp,83,trong vài giờ
142,Điện thoại,5.0,3,30,Điện Thoại Oppo A57 Tặng Dán Kính Cường Lực Ram 3G Bộ Nhớ 32GB Chơi Game Mạnh Xem Youtube Mượt,1179000,0,0,0,0,4,4,1,31,1600,274,2900,chinhhangdienthoai,83,trong vài giờ
143,Điện thoại,5.0,2,5,"Thay pin điện thoại oneplus 7 pro zin, miễn phí công thay pin oneplus 7 pro",280000,0,0,0,0,5,2,2,6,17,340,113,phukienchinhhang1992,88,trong vài giờ
144,Điện thoại,5.0,7,60,"CHÂN SẠC NOKIA 5,NOKIA 5.1PLUS, NOKIA 6/NOKIA 6.1 PLUS /NOKIA 8....",20000,0,0,0,0,4,3,2,18,19,166,67,shopmechinh80,79,trong vài phút
145,Điện thoại,4.3,54,3800,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Xiaomi Redmi Note 4X 2sim ram 3G/32G mới Chính hãng, Có Tiếng Việt",1321500,2,2,0,4,16,21,18,55,27500,617,8500,baongocstore2016,82,trong vài giờ
146,Điện thoại,4.7,46,2800,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Xiaomi Redmi 4A 2sim ram 2G/16G mới Chính hãng, Chiến Liên Quân mượt",868000,0,0,4,0,23,23,19,55,27500,617,8500,baongocstore2016,82,trong vài giờ
147,Điện thoại,4.6,46,3500,"[Giá Sốc] điện thoại Xiaomi Mi8 Lite 2 sim ram 4G bộ nhớ 64G mới Chính hãng, có Sẵn Tiếng Việt, Chiến Game mượt",2538000,1,0,1,0,15,15,14,54,27500,617,8500,baongocstore2016,82,trong vài giờ
148,Điện thoại,4.7,45,490,"Điện Thoại Nokia 105 Bản 2017, 2019 - 1 Sim or 2 Sim Được Chọn Phụ Kiện Pin Sạc",177500,1,3,9,7,130,83,65,74,44700,269,28600,thuythuy889,96,trong vài phút
149,Điện thoại,4.7,37,3300,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Xiaomi Redmi 4a 2sim ram 2G/16G, có Tiếng Việt, Chơi Liên Quân mượt",859000,1,0,1,0,19,18,14,58,27500,617,8500,baongocstore2016,82,trong vài giờ
150,Điện thoại,4.9,70,2800,"[Bán lẻ = Giá Sỉ] điện thoại Xiaomi Redmi 7a - Xiaomi 7 a 2sim 32G ram 3G mới Chính Hãng, pin 4000mah, co Tiếng Việt",1523000,0,0,1,0,21,17,13,65,27500,617,8500,baongocstore2016,82,trong vài giờ
151,Điện thoại,4.8,11700,1300,"điện thoại masstel  A331, FAMI 11 (dành cho người già ) loa to, chữ to, pin siêu khỏe - mới bảo hành chính hãng 12 thán",265000,4,0,2,4,131,51,35,41,22100,692,3900,storevn678,39,trong vài giờ
152,Điện thoại,4.6,65,4600,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Xiaomi Redmi 7a 2sim 3GB/32G mới Chính hãng, chơi PUBG/Free Fire mướt",1549000,1,1,1,2,20,17,14,61,27500,617,8500,baongocstore2016,82,trong vài giờ
153,Điện thoại,4.9,2100,420,ĐIỆN THOẠI NOKIA 105 (2016) 1 SIM VÀ 2 SIM ZIN NGHE GỌI TỐT,107500,0,0,4,2,86,60,46,3,13200,48,425,aloviet1,93,trong vài giờ
154,Điện thoại,5.0,13,587,[Mã 11ELSALE hoàn 7% đơn 300K] Quạt tản nhiệt Xiaomi BlackShark Funcooler Pro 2 - có LED RGB,1500000,0,0,0,0,103,97,73,13,5300,28,2500,gamingphone_official,47,trong vài giờ
155,Điện thoại,4.9,3600,3500,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại LG V40 ThinQ 128G ram 6G Chính hãng, chơi Game PUBG/Free Fire mượt",2618000,0,0,0,3,25,23,19,55,27500,617,8500,baongocstore2016,82,trong vài giờ
156,Điện thoại,4.7,29,1700,"[ RẺ VÔ ĐỊCH ] điện thoại LG G8 X ThinQ ( LG G8X THINQ) (6GB/128GB) Chính Hãng, Camera Selfiel 32Mp, Pin 4000mah",2978000,1,0,0,0,11,9,10,59,27500,617,8500,baongocstore2016,82,trong vài giờ
157,Điện thoại,5.0,42,93,[Mã ELMALL1TR giảm 5% đơn từ 3TR] Điện Thoại OPPO A55 (4GB/64GB) - Hàng Chính Hãng,4990000,0,0,0,0,27,15,17,54,425100,84,6700,oppo_official_store_vn,99,trong vài giờ
158,Điện thoại,5.0,21,1200,[ RẺ HỦY DIỆT ] Điện thoại Xiaomi Mi Max - Xiaomi Mimax 2 sim ram 3G bộ nhớ 32G mới Chính Hãng - bảo hành 12 tháng,1898000,0,0,0,0,8,8,7,56,27500,617,8500,baongocstore2016,82,trong vài giờ
159,Điện thoại,5.0,434,601,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,2489000,0,0,1,2,187,86,77,14,78400,729,3400,longhung_mobile,99,trong vài giờ
160,Điện thoại,4.6,3700,4200,[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Sony Xperia XZ2 CHÍNH HÃNG ram 4G/64G mới zin,1996500,2,0,0,2,23,25,18,58,27500,617,8500,baongocstore2016,82,trong vài giờ
161,Điện thoại,4.7,101,1600,"'' Rẻ Vô Địch '' điện thoại LG V30 (4GB/64GB) mới Chính Hãng, Snapdragon 835, Chiến LIÊN QUÂN quá đỉnh",2124000,0,0,1,2,10,11,8,62,27500,617,8500,baongocstore2016,82,trong vài giờ
162,Điện thoại,4.9,412,506,"Điện Thoại Xiaomi Redmi K40 - RAM 6/128GB, 8-128GB [Giá rẻ Hà Nội, BH 3 tháng1 đổi 1]",7550000,1,2,0,8,283,189,130,28,28300,307,7600,dienthoai_gia_re_hanoi,100,trong vài giờ
163,Điện thoại,4.5,28,2500,"điện thoại Xiaomi Redmi 5 Plus 2 sim Ram 4G/64G mới, pin 4000mah, Có Tiếng Việt/ Học ONline Chất",1773500,2,0,0,1,15,13,14,59,27500,617,8500,baongocstore2016,82,trong vài giờ
164,Điện thoại,4.2,29,1600,"điện thoại LG V30 ram 4G/64G mới zin Chính Hãng, Chiến PUBG/LIÊN QUÂN chuẩn đỉnh",2123000,1,1,1,1,8,12,8,63,27500,617,8500,baongocstore2016,82,trong vài giờ
165,Điện thoại,5.0,27,100,[Mã 11ELSALE hoàn 7% đơn 300K] Điện thoại OPPO A54 - Hàng Chính Hãng Nguyên Seal,4800000,0,0,0,0,39,17,15,73,5800,105,2900,tranglinhmobile,97,trong vài giờ
166,Điện thoại,4.9,10,159,Điện thoại NOKIA 105(2017) Ảnh thật,153000,0,0,0,2,37,27,12,40,64,20,157,ngocyenmobile2018,92,trong vài giờ
167,Điện thoại,4.6,2600,4100,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Sony Xperia Z3 ram 3G/32G mới Chính hãng, Chiến PUBG/Free Fire mướt",1024000,1,1,0,0,17,16,14,62,27500,617,8500,baongocstore2016,82,trong vài giờ
168,Điện thoại,4.8,52,644,Điện thoại Nokia 1202 ( kèm pin sạc ),150000,6,1,3,9,181,109,62,21,438,110,2200,shopduong2004,60,trong vài giờ
169,Điện thoại,5.0,24,87,[Mã 11ELSALE hoàn 7% đơn 300K] Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,2380000,0,0,0,0,25,14,10,22,1600,143,3700,official.phone,98,trong vài giờ
170,Điện thoại,4.9,36600,212,Điện thoại xiaomi mi max màn hình khủng 6.44 inch 2 sim,1699000,0,1,1,6,116,73,31,51,60100,254,2900,sanhangngoai.com,66,trong vài giờ
171,Điện thoại,4.4,312,194,[Mã 11ELSALE hoàn 7% xu đơn 300k] Điện Thoại NOKIA Lumia 630 Cảm Ứng Nguyên Zin 1 Sim,519000,5,2,3,8,51,34,22,50,18200,351,22900,alofonevietnam,97,trong vài giờ
172,Điện thoại,4.9,2700,1900,điện thoại Sony Xperia XZ1 ram 4G/64G Chính hãng mới zin,1849000,0,0,0,2,21,10,11,45,20700,562,999,smartphonelethuan,50,trong vài giờ
173,Điện thoại,5.0,8,221,[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Oppo F7 2sim ram 6G rom 128G mới Chính Hãng - Chiến PUBG/Liên Quân mượt,2334000,0,0,0,0,6,6,5,62,27500,617,8500,baongocstore2016,82,trong vài giờ
174,Điện thoại,4.9,41,280,Điện Thoại Mini BM10,170500,1,0,0,2,58,26,18,26,79,8,95,tranthaithach0301,23,trong vài giờ
175,Điện thoại,4.5,8900,713,"Điện Thoại 2610 Zin ,Máy ,Pin ,Sạc đầy đủ",139000,17,2,7,9,159,148,16,61,13500,134,2100,sieureonlineshop,11,trong vài giờ
176,Điện thoại,4.3,36,150,Điện thoại nokia 1280 kèm pin sạc chính hãng- bảo hành 12 tháng,102000,5,2,2,4,39,30,17,10,862,107,637,dien.tu.2tek.2,67,trong vài giờ
177,Điện thoại,4.8,72,227,[Mã 11ELSALE hoàn 7% xu đơn 300k] Điện Thoại Nắp Bật Cho Người Già,439000,4,0,1,7,95,50,21,46,18200,351,22900,alofonevietnam,97,trong vài giờ
178,Điện thoại,5.0,2700,1700,Điện thoại samsung galaxy s7 - MỚI CHÍNH HÃNG,1999000,0,0,0,0,15,0,8,53,20700,562,999,smartphonelethuan,50,trong vài giờ
179,Điện thoại,5.0,54,1100,"điện thoại Xiaomi MiMix2 - xiaomi mi mix 2 ram 6G/128G mới Chính hãng, có Tiếng Việt, Chiến Game PUBG siêu mượt",3948000,0,0,0,0,15,12,11,60,27500,617,8500,baongocstore2016,82,trong vài giờ
180,Điện thoại,5.0,3600,597,"[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại Samsung Galaxy S8 Ram 4G/64G mới Chính Hãng, chơi Game mượt mà",2594000,0,0,0,0,14,14,12,54,27500,617,8500,baongocstore2016,82,trong vài giờ
181,Điện thoại,4.0,38,2900,"điện thoại Oppo Neo 7 A33 Chính hãng ram 2G/16G 2sim, chiến PUBG/Free Fire, Tiktok FB Zalo Youtube ngon",694000,4,0,2,2,14,20,14,63,27500,617,8500,baongocstore2016,82,trong vài giờ
182,Điện thoại,4.9,178,102,[Mã 11ELSALE hoàn 7% xu đơn 300k] Điện thoại độc lạ Tặng ốp lưng đáng yêu K600 chú mèo thay đổi giọng nói,396500,1,0,0,3,45,29,25,51,18200,351,22900,alofonevietnam,97,trong vài giờ
183,Điện thoại,4.8,3600,989,"điện thoại Samsung Galaxy S7 Edge ram 4G bộ nhớ 32G mới, chơi game nặng mượt, Học ON chất",1895000,1,0,0,0,20,17,14,55,27500,617,8500,baongocstore2016,82,trong vài giờ
184,Điện thoại,4.9,83,1200,NOKIA e71 Wifi 3G Chơi Game Mượt Như NOKIA E72 Zin Chính Hãng Nắp Lưng Thép Chống Rỉ  Bảo Hành 12 Tháng,599000,0,0,0,1,16,15,7,38,15900,81,731,tuan_hung_yen,83,trong vài giờ
185,Điện thoại,4.4,3600,667,"[ RẺ VÔ ĐỊCH] điện thoại Samsung Galaxy Note 8 ram 6G/64G mới Chính hãng zin, cấu hình cao",3129000,2,0,0,0,12,13,13,56,27500,617,8500,baongocstore2016,82,trong vài giờ
186,Điện thoại,4.8,80,127,ĐIỆN THOẠI OPPO A37m Ram 2G Bộ Nhớ 16G Màn Hình 5inch Nhỏ Gọn Chơi Game Xem Youtube Thoải Mái Sắc Nét,870000,1,0,2,2,38,25,17,50,18200,351,22900,alofonevietnam,97,trong vài giờ
187,Điện thoại,4.8,64,76,[Mã 11ELSALE hoàn 7% đơn 300K] Điện thoại VIVO Y93 màn 6.2 giọt nước - Snap 439 Nắp lưng đổi màu,1743000,1,0,0,1,26,18,11,46,62500,534,24300,thelinhstore,94,trong vài giờ
188,Điện thoại,4.7,415,122,"Điện thoại mini 2sim, bàn phím gắn đèn led siêu sáng _ kiêm tai nghe blutooth",288000,3,0,0,4,43,28,16,45,4800,165,2600,vuthuha1207_94,30,trong vài giờ
189,Điện thoại,5.0,101,44,"[Mã 11ELSALE hoàn 7% đơn 300K] Điện Thoại Sony Xperia XZ Premium Đẹp 99,9% Đủ màu",2439500,0,0,0,0,23,15,10,51,3600,38,409,kienpham1212,92,trong vài giờ
190,Điện thoại,4.6,31,408,"ĐIỆN THOẠI SUN 6 - 3 sim ( loa to, chữ to),pin 18000 mah tự động ghi âm cuộc gọi, giả giọng nói - hàng nhập khẩu",405000,2,0,0,2,24,12,8,38,1300,176,503,fptshopp,26,trong vài giờ
191,Điện thoại,5.0,4900,482,"[Giá Rẻ ] Điện thoại mini Kechaoda K10 siêu nhỏ 1 sim , kiêm tai nghe bluetooth - Chính Hãng - Bảo Hành 12 Tháng",239000,0,0,0,0,13,10,7,20,17900,124,6900,thenho64gpro.02.hn,97,trong vài giờ
192,Điện thoại,4.9,6,144,Vỏ nokia 1202,20000,0,0,1,0,23,9,4,47,66,60,220,phukiendienthoaivip,78,trong vài giờ
193,Điện thoại,5.0,3700,542,ĐIỆN THOẠI SAMSUNG GALAXY S6 FULLBOX CHÍNH HÃNG 100% BẢO HÀNH 12 THÁNG SHIP NÔI THÀNH,1999000,0,0,0,0,13,12,10,46,26100,278,2500,thinhphat_mobile,1,trong vài ngày
194,Điện thoại,5.0,3600,841,"[ RẺ HỦY DIỆT ] điện thoại Samsung Galaxy S8 Plus ram 4G/64G mới Chính Hãng, chơi Game nặng mượt",2748000,0,0,0,0,12,11,11,56,27500,617,8500,baongocstore2016,82,trong vài giờ
195,Điện thoại,5.0,6,93,[Mã 11ELSALE hoàn 7% đơn 300K] Điện Thoại Bàn Panasonic KX-T7700X - Hàng Chính Hãng,345000,0,0,0,1,27,12,9,48,3800,490,13600,itchinhhang,84,trong vài giờ
196,Điện thoại,4.7,10,118,Điện Thoại Nokia 130 (2 Sim) Main Zin Chính Hãng,114000,2,0,0,2,35,23,14,41,279,36,1500,hienthuchoac,73,trong vài giờ
197,Điện thoại,4.8,3200,1800,điện thoại Sony Xperia XZ1 ram 4G/64G Chính hãng mới zin,1849000,1,0,0,0,18,18,16,47,20200,331,362,baoloansmartphone,57,trong vài ngày
198,Điện thoại,4.6,660,260,"CHUYÊN SỈ  điện thoại Nokia 1280[HÀNG CHÍNH HÃNG] đủ pin,sạc",230000,3,2,2,3,59,32,22,17,1900,38,363,minh_nokia85,86,trong vài giờ
199,Điện thoại,4.8,19,1300,"điện thoại Samsung Galaxy S7 2 sim ram 4G/32G zin mới Chính Hãng, Chiến Game siêu mượt",2049000,0,0,0,1,5,5,3,42,20700,562,999,smartphonelethuan,50,trong vài giờ
200,Điện thoại,4.5,95,114,Cụm Lưng iPhone Bypass Không Dùng Được Sim,410000,4,1,4,2,50,32,18,47,671,34,431,longlinh042018,67,trong vài giờ
201,Điện thoại,4.6,3200,732,"điện thoại Samsung Galaxy S7 edge ram 4G/32G mới, Chính hãng, Bảo hành 12 tháng",2990000,2,0,0,1,19,20,16,52,26100,278,2500,thinhphat_mobile,1,trong vài ngày
202,Điện thoại,5.0,82,62,Điện Thoại POCO X3 Pro (6GB+128GB) - Hàng Chính Hãng - Bảo Hành 18T,5450000,0,0,0,0,29,16,11,34,3000,92,3200,vienthong_tinhoc,95,trong vài giờ
203,Điện thoại,4.9,99,115,Nước lau màn hình điện thoại 530 chính hãng,50000,0,1,0,0,27,6,1,58,3700,197,6100,phukienvantrung,24,trong vài giờ
204,Điện thoại,4.5,3700,642,Điện thoại Nokia 6300 Đủ pin Sạc Nhiều Màu,350000,3,1,1,1,28,30,23,43,26100,278,2500,thinhphat_mobile,1,trong vài ngày
205,Điện thoại,5.0,3700,363,Sony Xperia X Performance ram 3G/32G mới Chính Hãng - CPU Snapdragon 820,1850000,0,0,0,0,10,9,4,53,26100,278,2500,thinhphat_mobile,1,trong vài ngày
206,Điện thoại,5.0,53,55,"Điện thoại Google Pixel 3a XL nguyên bản, chính hãng đẹp như mới, dùng 2 sim 2 sóng, c",3390000,0,0,0,0,23,18,10,58,4000,193,1300,worldphone,86,trong vài giờ
207,Điện thoại,5.0,14,108,Điện Thoại Nokia 8110 4G,1530000,0,0,0,0,15,1,0,30,154,41,817,bachhoatonghop888,3,trong vài phút
208,Điện thoại,4.8,18,21,xác điện thoại samsung j600 và a600 vỡ màn main zin full chức năng,400000,0,0,0,2,8,6,2,11,494,42,244,linhkiendienthoaididong,36,trong vài giờ
209,Điện thoại,4.6,3600,235,Samsung Galaxy J7 Pro 2sim ram 3G Bộ nhớ 32G CHÍNH HÃNG mới,2499000,0,0,2,0,9,10,6,47,27900,466,1600,annhien_mobile,9,trong vài giờ
210,Điện thoại,4.7,889,110,Điện thoại Viettel V6216i Hoặc Xphone 2 Sim Cũ - Điện Thoại Người Già Kèm Pin Sạc,143000,1,0,1,2,26,18,10,8,1300,27,292,thanhcong_mobile,79,trong vài giờ
211,Điện thoại,4.5,1800,205,Chuyên sỉ [HÀNG CHÍNH HÃNG]Điện thoại 105(2017)2sim kèm pin và cáp sạc,250000,2,0,0,3,15,14,10,12,4300,26,218,store_nokia_zin,83,trong vài giờ
212,Điện thoại,4.9,1800,60,Điện thoại Sony Xz2 64b chip Snap 845 chơi game mượt,2488000,0,0,0,3,34,24,12,26,4400,41,286,sbmobile21,90,trong vài giờ
213,Điện thoại,4.4,63,89,Điện Thoại Mini M8810 Nắp Trượt Nhỏ Gọn Kết Nối Bluetooth Với Smartphone Pin Lâu 2 đến 3 Ngày,420000,0,2,1,3,12,4,3,46,18200,351,22900,alofonevietnam,97,trong vài giờ
214,Điện thoại,5.0,3,12,vỏ blackberry 8110-8120,19000,0,0,0,0,3,2,2,26,57,145,232,zacoto,31,trong vài giờ
215,Điện thoại,5.0,2,7,Gậy Chụp Hình Tự Sướng D12s,70000,0,0,0,0,5,3,2,59,6500,2500,1400,congnghesongtin,59,trong vài giờ
216,Điện thoại,3.7,11,171,điện thoại Sony Xperia Z3 rom 32G Fullbox - Chơi Game nặng mượt,1190000,1,1,1,0,4,6,5,30,11900,715,10800,smartphonegiasi,77,trong vài giờ
217,Điện thoại,5.0,1,8,CPU Xeon e5 2665 2689 2670 2651v2 2650v2 2696v2 Bộ xử lý server socket 2011 x79 95,7143000,0,0,0,0,5,0,0,15,36,41,29,nanahothot.68,57,trong vài giờ
218,Điện thoại,4.6,3,24,"Nắp lưng, vỏ máy xiaomi redmi note 8 pro, thay kính lưng redmi note 8 pro.",130000,0,0,1,1,5,3,1,32,4800,4900,11700,baonamphukien0985739678,98,trong vài giờ
219,Điện thoại,5.0,49,104,điện thoại HTC 10 EVO Chính Hãng ram 3G/32G mới Zin,1840000,0,0,0,0,4,3,1,44,26100,278,2500,thinhphat_mobile,1,trong vài ngày
220,Điện thoại,5.0,1,9,Điện thoại đồ chơi carot nhạc phát sáng,38000,0,0,0,0,6,3,4,62,6800,1300,23000,hangsosinh,23,trong vài giờ
221,Điện thoại,5.0,2700,46,[Mã 11ELSALE hoàn 7% đơn 300K] điện thoại FPT X10 SIÊU PHẨM CẢM ỨNG GIÁ RẺ - bảo hành chính hãng 12 tháng,1070000,0,0,0,0,6,0,0,37,22100,692,3900,storevn678,39,trong vài giờ
222,Điện thoại,4.0,349,86,[Mã 11ELSALE hoàn 7% đơn 300K] Điện thoại Samsung Note 10 Ram 8G/256G Mới 99%,7925000,4,2,2,2,18,23,3,57,21900,202,4000,amnhac0808,81,trong vài giờ
223,Điện thoại,5.0,1,2,Điện thoại Nokia 5310 chính hãng MÀU ĐỎ,254610,0,0,0,0,1,0,0,87,27300,54,2100,huyenbingbong,81,trong vài giờ
224,Điện thoại,4.0,28,15,Nắp lưng kính Xiaomi Redmi k20 pro ⚡ HÀNG ZIN CHÍNH HÃNG ⚡ Có quà tặng kèm,90000,1,1,0,0,5,4,1,12,106,209,88,phukienhaonam,30,trong vài giờ
225,Điện thoại,5.0,11,8,LINH KiỆN SẠC/LOA/PIN SONY XA ULTRA ZIN MÁY TỐT NHẤT,99000,0,0,0,0,2,1,2,50,1100,234,722,nguyenlk91,59,trong vài giờ
226,Điện thoại,5.0,1,4,Ốp Lưng Chống va đập iphone 12 mini / iphone 12 pro / iphone 12 pro max,19000,0,0,0,0,2,0,0,20,5900,1900,16400,watchonline.store,84,trong vài giờ
227,Điện thoại,5.0,16,2,[HÀNG ZIN] MÀN HÌNH SAMSUNG NOTE 4 MỸ/ HÀN/ VIETNAM ZIN MÁY TỐT NHẤT,900000,0,0,0,0,2,2,2,46,1100,234,722,nguyenlk91,59,trong vài giờ
228,Điện thoại,5.0,1,2,"Vỏ khung sường galaxy note 5 + nút tăng giảm, nguồn + lưng sạc nhanh galaxy note 5",90000,0,0,0,0,2,1,1,27,8,31,32,baocnf,47,trong vài giờ
229,Điện thoại,5.0,2,6,Vỏ sau điện thoại Nokia Asha  Nokia Asha 6120 6120C,115200,0,0,0,0,2,0,0,25,106,97,302,yueyu.vn,96,trong vài giờ
